"",Matrix::rowSums(assay(CPbla_cds))
LOC105330298,132
LOC105330299,2703
LOC105330294,14
LOC105330293,6
LOC105334863,127
LOC105329837,0
LOC117681268,35
LOC105331264,695
LOC105331265,39
LOC105331266,7
LOC105331268,18
LOC105325224,1086
LOC105325226,1342
LOC105325225,190
LOC105325227,1406
LOC105325229,216
LOC105325231,631
LOC105325228,1124
LOC109617083,719
LOC105325232,3
LOC105325233,9463
LOC105325234,12600
LOC105325236,1627
LOC105325235,4011
LOC105325237,4939
LOC105325311,1624
LOC105325312,54
LOC105325238,4813
LOC105325240,5314
LOC117681809,11
LOC105325241,16439
LOC105325242,3030
LOC105321820,5
LOC105321818,912
LOC105321817,5661
LOC105321816,506
LOC105321815,13
LOC117681687,2
LOC105321811,0
LOC105334673,3
LOC105334668,0
LOC105334669,6
LOC105334671,115
LOC105335577,493
LOC105335576,42606
LOC105335575,594
LOC105335574,111
LOC105335573,39
Trnar-ucg_6,0
LOC105335572,34
LOC105335571,266
LOC105334413,1
LOC109619736,3
LOC105336114,37
LOC105336113,3597
LOC105336112,207
LOC105336111,924
LOC105336110,27
LOC105336109,951
LOC105332765,782
LOC105332764,3198
LOC105332763,1045
LOC117681834,2
LOC105332762,2648
LOC105332760,240
LOC105332759,8867
LOC105332758,4
LOC105332757,58
LOC105318941,802
LOC105349068,2
LOC105340791,16
LOC105340790,35
LOC105340789,3
LOC105340799,0
LOC117681836,1
LOC117680953,0
LOC105328066,0
LOC105340798,0
LOC109618728,0
LOC105328044,1
LOC109621048,4
LOC117681837,5
LOC105328065,0
LOC105328043,4
LOC105328042,139
LOC105328041,23
LOC105328040,1716
LOC105328039,333
LOC105328038,4139
LOC105328037,64
LOC105328036,5
LOC105328035,11
LOC105328034,5
LOC105328033,221
LOC105328032,253
LOC105334995,1674
LOC105334996,129
LOC109619609,0
LOC105334997,0
LOC105334998,1760
LOC105334999,36
LOC105338460,4386
Trnar-ccu_12,0
LOC105338458,4106
LOC105338457,380
LOC105338461,0
LOC117680954,0
LOC117681839,0
LOC105338455,0
LOC105338456,0
LOC105338454,16134
LOC117681840,9403
LOC105338453,168
LOC105338452,2738
LOC105338450,9632
LOC105323916,11377
LOC105322799,28
LOC105322800,108
Trnai-aau_20,0
LOC105322801,2630
LOC105342144,255
LOC117681841,764
LOC117681842,164
LOC105342162,3596
LOC105342146,15765
LOC105342148,352
LOC105342151,1554
LOC105342150,692
LOC105342149,18
LOC105342152,12710
LOC105342153,5851
LOC105342154,41
LOC117681843,20
LOC105345652,3
LOC105342155,2
LOC105342156,10
LOC117681844,17
LOC105342157,0
LOC105339067,2
LOC117681845,19
LOC105339066,3
Trnae-uuc_1,0
LOC117681846,4
LOC117681847,9
LOC109620099,2
LOC105339065,18
LOC105329024,327
LOC105329023,2078
LOC105329022,3558
LOC105329021,23
LOC105346943,1870
LOC105330801,321
LOC117681848,13
LOC105333059,651
Egfr,3623
LOC105347115,6095
LOC105347110,851
LOC105347109,3502
LOC105347107,3754
LOC105347106,35583
LOC105347105,1380
LOC105347104,93
LOC105331984,7
LOC105347114,116
LOC105347102,12961
LOC105347101,7745
LOC105347100,30
LOC105347113,22
LOC105347098,6947
LOC105347097,125
LOC105337427,1687
LOC105318626,8
LOC105330668,45
LOC105337527,51
LOC117681850,2
LOC105327933,56
LOC105327934,170
LOC105327932,21
LOC105327931,20
LOC105327930,1741
LOC105327929,5
LOC105327928,2
LOC105327927,47
LOC105327925,12
LOC105327926,1858
LOC117681851,1
LOC105327920,0
LOC105327950,109
LOC105328962,5
LOC105328958,16
LOC105327918,444
LOC105327949,367
LOC105342257,1740
LOC105342256,1
LOC105342255,23
LOC117681852,0
LOC105342254,748
LOC105342253,3
LOC105342252,2
LOC105338014,736
LOC105338012,1813
LOC105338011,38
LOC105338010,586
LOC105338008,66066
LOC105338019,1134
LOC105346012,19466
LOC105346013,1090
LOC105346014,67
LOC105346015,1235
LOC105346017,0
LOC105346018,5
LOC105346019,1964
LOC105339142,14
LOC105339141,4857
LOC105339140,1773
LOC105339137,8
LOC105339139,14
LOC105339136,50891
LOC105339135,6947
LOC105339134,4
LOC105339133,1
LOC105339132,7
LOC105339130,527
LOC105329869,3
LOC105329870,0
LOC105329872,6
LOC105329873,3439
LOC105329874,6
LOC105344738,4
LOC105344747,107
LOC117681854,58
LOC117681853,0
LOC105325083,2
LOC117681855,1
LOC105325091,0
LOC117680588,26
LOC105334353,2750
LOC105334354,10431
LOC105334357,15
LOC105334355,5416
LOC105337131,0
LOC105334360,808
LOC105334359,23057
LOC105334361,168
LOC105334363,471
LOC105334364,177
LOC105334365,3230
LOC105334367,890
LOC105334368,7409
LOC105334369,2074
LOC105334372,4497
LOC105334370,3910
LOC117681856,498
LOC117680981,13
LOC117681857,80
LOC117681858,758
LOC105334373,18030
LOC117681859,12
LOC105338068,2116
LOC105346493,5250
LOC105346492,3159
LOC105336689,100
LOC105336791,1
LOC117681860,6
LOC105336675,4
LOC105336651,4
LOC105336645,147
LOC105343652,769
LOC105343646,1854
LOC105343645,137
LOC105343644,623
LOC105343651,0
LOC105343641,0
LOC105343639,3
LOC105343637,0
LOC105343642,0
LOC105343643,2
LOC105343649,11
LOC105343636,1340
LOC105343635,8805
LOC105343634,719
LOC105343630,426
LOC105343631,3
LOC117681862,3
LOC117680982,0
LOC117681863,218
LOC117681864,9
LOC105345756,245
LOC105345758,1563
LOC105345755,23256
LOC105345766,94
LOC105341749,11
LOC105341822,5
LOC117680983,0
LOC117681866,0
LOC105320794,4
LOC109617694,0
LOC105320792,331
LOC105320806,4
LOC105320791,5438
LOC105320790,535
LOC105320789,30
LOC105320787,19
LOC105320786,765
LOC105320785,11
LOC105320784,906
LOC105320783,3979
LOC105320782,897
LOC109617693,3
LOC105320781,2
LOC105320780,5357
LOC105320776,12557
LOC105320778,22
LOC105320779,935
LOC105338463,2394
LOC105338464,6541
LOC105338465,1450
LOC105338466,225
LOC105338468,336
LOC105338469,690
LOC105323743,12
LOC105331350,3
LOC105331348,20
LOC117681867,16
LOC105331347,1350
LOC105331346,11
LOC109619126,3
LOC105331345,125
LOC105331344,22325
LOC105331343,77
LOC109619125,3
LOC105331342,1
LOC105331339,1
LOC105331340,0
LOC105331338,0
LOC109620427,0
LOC105342107,2
LOC117681868,24
LOC109620423,0
LOC117681869,2
LOC109617226,0
LOC117681870,5
LOC117681871,1
LOC105348268,0
LOC105348267,0
LOC117681596,2
LOC105333538,5
LOC105318544,0
LOC117681550,0
LOC105318547,1019
LOC105318548,2032
LOC105318549,5152
LOC105348762,261
LOC105318550,2
LOC105348717,240
LOC117681551,95
LOC117681553,17
LOC117681552,22
LOC117681555,0
LOC105318551,121
LOC117681554,1179
LOC105348719,139
LOC105348720,7
LOC105348721,51
Rps5,17544
LOC117681557,2
LOC105347824,314
LOC105347826,7
LOC105347823,2806
LOC105347822,40
LOC105347821,14
LOC105347820,7459
LOC105347819,6898
LOC105347818,2207
LOC105347817,951
LOC105347815,3508
LOC105347814,1714
LOC105347812,27
LOC105347811,949
LOC105347809,830
LOC105347808,7
LOC105347807,13153
LOC105347806,3025
LOC105324187,9
LOC117680986,5
LOC105341028,455
LOC105321892,41
LOC105321893,74
LOC105321895,1550
LOC109617858,1
LOC105321914,3445
LOC105340985,222
LOC105340983,20569
LOC105340982,1105
LOC117680987,676
LOC105340981,846
LOC105340980,3
LOC105340979,2078
LOC105348310,11
LOC105338335,215
LOC105338334,1097
LOC105338252,2
LOC117681558,0
LOC117681559,9
LOC105318147,2
LOC117681562,0
LOC117681560,0
LOC105338261,0
LOC117681563,3
LOC117681564,2
LOC117680663,1
LOC105321723,0
LOC117681566,233
LOC105321724,2
LOC105336587,179
LOC105336586,964
LOC105336584,4782
LOC105345682,37730
LOC105345683,5
LOC105345684,3
LOC105345685,23
LOC105345686,130
LOC105345687,31900
LOC105345689,325
LOC105345690,2908
LOC105345691,3429
LOC105345692,1147
LOC105345693,278
LOC105346291,95
LOC117681568,14
LOC105346290,846
LOC105346284,24
LOC105346283,606
LOC105346282,462
LOC105346281,1
LOC105346279,262
LOC105346278,53
LOC105346277,77
LOC105346276,0
LOC105346275,54
LOC117681569,770
LOC105346274,50859
LOC105322251,192
LOC117681570,52
LOC105322253,4162
LOC105323489,40
LOC105338517,86
LOC117681571,3
LOC105340955,18
LOC117681572,20
LOC105322256,4046
LOC105322255,1959
LOC105322257,365
LOC105322258,4982
LOC105322259,532
LOC105322261,12
LOC105322264,102
LOC117681573,29
LOC105322263,14
LOC105322262,82702
LOC117681574,67
LOC117680988,0
LOC117681575,0
LOC109619445,3
LOC105324208,12
LOC105322265,83679
LOC105322268,5919
LOC117681576,6
LOC105344018,479
LOC105344015,433
LOC105322174,7704
LOC117681577,13
LOC105322175,1586
LOC105322176,133
LOC117681578,9
LOC105322177,389
LOC105322178,796
LOC105322180,83
LOC105322179,41
LOC109617112,2
LOC109618356,49
LOC105325212,1363
LOC105325186,272
LOC105336561,426
LOC105325524,17
LOC105325535,236
LOC105325545,4
LOC105325555,23
LOC105325566,4812
LOC105325575,2381
LOC105325596,4587
LOC105325620,28249
LOC117681581,16115
LOC117681580,14525
LOC105325625,20542
LOC105325657,854
LOC105325667,16
LOC105325675,7425
LOC105325683,6824
LOC105330734,9388
LOC105330733,81
LOC105330731,200
LOC105330730,3676
LOC109619061,7275
LOC105330729,6382
LOC105330728,161
LOC105330727,19719
LOC105344519,233
LOC105344520,1441
LOC105344521,8
LOC105319295,0
LOC105344267,202
LOC105344265,1782
LOC105344264,2314
LOC105344263,197
LOC105344262,0
LOC105344261,1
LOC105344270,3843
LOC105344259,2
LOC105344258,422
LOC105344257,986
LOC105344256,1117
LOC105344255,1873
LOC105344269,44
LOC105337232,34
LOC105337267,2662
LOC105337233,23
LOC105337234,916
LOC105337235,27172
LOC105337236,2151
LOC105322677,1
LOC105322668,321
LOC117681582,525
LOC105322669,19
LOC105322670,0
LOC105322671,7
LOC105322672,6
LOC117681583,0
LOC105322675,325
LOC105322676,0
LOC109617651,46
LOC105320438,15
LOC105320437,18
LOC105320441,1496
LOC105320435,53
LOC117681021,33
LOC117681585,44
LOC105320424,0
LOC105320429,2733
LOC105320412,216
LOC105320411,0
LOC105320417,3
LOC105320418,22
LOC105320419,0
LOC117681584,24
LOC105320422,0
LOC105320423,0
LOC117681586,0
LOC105320433,2075
LOC105320426,0
LOC105320427,0
LOC105320432,0
LOC109617650,4552
LOC105320430,0
LOC105320431,0
LOC105320415,2
LOC105333292,1634
LOC105333291,815
LOC109619388,2
LOC105333288,2453
LOC105333287,7
LOC105338875,6
LOC105338874,2008
LOC105338873,4552
LOC117681587,2
LOC117681588,0
LOC105338872,309
LOC105338871,3610
LOC105338870,22505
LOC117681589,23
LOC117681936,0
LOC105338869,27
LOC105347204,5
LOC117681590,23
LOC117681022,0
LOC105332485,0
LOC105332463,0
LOC105332464,0
LOC117681591,0
LOC105332465,5
LOC105332466,0
LOC105332467,0
LOC105332488,0
LOC105320025,2
LOC117681592,0
LOC105332469,87
LOC105332470,1
LOC105332471,4
LOC109619271,1
LOC105332472,20
LOC117681593,1
LOC117681064,3
LOC105332474,118
LOC117681594,19
LOC105346522,0
LOC117681595,0
LOC105329428,398
LOC105329420,1643
LOC105329419,112
LOC105329418,1372
LOC105329417,0
LOC117680406,1
LOC105329416,542
LOC105329414,4
LOC117681903,17
LOC105323849,0
LOC109618553,118
LOC105325272,0
LOC105325271,2
LOC105325270,6
LOC105325269,1613
LOC105325268,1
LOC117681065,0
LOC105338319,0
LOC117681616,4
LOC117681066,0
LOC117681617,12
LOC117681618,0
LOC105343337,0
LOC105343338,0
LOC117681067,0
LOC105343303,5
LOC117681619,0
LOC105343305,512
LOC117681620,0
LOC105329505,0
LOC105331200,1
LOC105331199,0
LOC105331877,1
LOC105323058,839
LOC117681068,154
LOC105323051,2199
LOC105343437,3
LOC117681069,0
LOC117681622,0
LOC117681070,0
LOC105322827,1
LOC117681624,0
LOC117681623,0
LOC117681071,0
LOC117681625,0
LOC105346011,0
LOC105346009,3948
LOC105346008,1371
LOC117681547,3421
LOC117681548,161
LOC117681072,38
LOC105346007,5005
LOC105346006,762
LOC105346003,251
LOC105346005,25
LOC105346001,88
LOC105346000,36
LOC105344511,6
LOC105322662,0
LOC117681758,1
LOC117681073,11
LOC117681074,0
LOC117681760,0
LOC117681763,2
LOC117681764,0
LOC105345999,0
LOC105317063,2
LOC105331732,10
LOC117681765,0
LOC105327763,1
LOC117681761,1
LOC109618014,60
LOC117681766,0
LOC117681762,0
LOC105341985,7
LOC117681759,7
LOC105336559,26
LOC105336550,1117
LOC105340209,6200
LOC105340210,0
LOC105340212,0
LOC105340213,0
LOC117681468,3
LOC105320953,552
LOC105340215,3627
LOC105340244,0
LOC105322421,858
LOC105322445,735
LOC105322434,85
LOC105343911,2770
LOC105343912,4815
LOC105343915,37
LOC105343914,24
LOC105343913,1068
LOC105343916,86
LOC105343918,90
LOC105343919,2
LOC105343922,872
LOC105343923,45
LOC105343925,564
LOC105343926,4
LOC105343927,13114
LOC105343928,8633
LOC105343929,65
LOC105343936,0
LOC105343930,0
LOC105343931,1
LOC105343932,1889
LOC105343934,722
LOC117681469,1
LOC105346508,2
LOC105332169,0
LOC105332168,24907
LOC117681470,2644
LOC105332167,3
LOC105332166,91
LOC105324565,978
LOC105321881,858
LOC105321883,34
LOC105321884,165
LOC109617857,10
LOC105321885,165
LOC117681471,0
LOC105321891,8
LOC105321886,674
LOC105321887,57
LOC105321888,0
LOC105348961,10
LOC105333543,3
LOC105333542,4
LOC105333540,1
LOC105333539,45
LOC105338919,15206
LOC105338918,22
LOC105338917,2718
LOC105338916,4
LOC105338914,4
LOC105338923,2
LOC105338913,101
LOC105338912,2651
LOC105329366,0
LOC105338401,5
LOC105338403,38
LOC105338402,5
LOC117681472,14
LOC117681473,0
LOC117681474,1
LOC117681475,29
LOC117680336,114
LOC105320121,1
LOC117681476,31
LOC117681075,21
LOC117680396,2
LOC105331836,69
LOC105331835,22
LOC117680956,3
LOC105318572,247
LOC105318574,0
LOC105318575,0
LOC105322914,1
LOC105322915,1
LOC105322917,0
LOC105322918,2
LOC105322929,24
LOC105322920,6
LOC105322921,684
LOC105348191,10
LOC105324196,97
LOC105322930,802
LOC105322922,1639
LOC105330368,4365
LOC105330367,604
LOC105330369,381
LOC105330370,1100
LOC105330372,1
LOC105330373,135
LOC105330292,168
LOC105330291,6641
LOC105338694,1263
LOC109620041,3
LOC117680957,15
LOC117680959,1
LOC117680958,8
LOC105338602,2062
LOC105338604,9484
LOC105338607,22899
LOC105338609,1
LOC105338608,0
LOC105338610,4
LOC105338611,4
LOC105338613,3
LOC105338614,11531
LOC105324105,1951
LOC105347578,313
LOC105323021,595
LOC105323005,25
LOC105323006,77
LOC105323022,0
LOC105323007,181
LOC105323008,1184
LOC105323009,1534
LOC105323010,4906
LOC105323012,87
LOC117681078,41
LOC117680962,113
LOC105323023,205
Trnal-aag_3,0
Trnal-aag_4,0
Trnal-aag_5,0
LOC105323015,53
LOC105323016,159
LOC117680963,1855
LOC117680964,29
LOC117680966,8
LOC105324673,0
LOC105324660,3
LOC117680967,0
LOC105324641,0
LOC105324721,1
LOC105324713,634
LOC105324631,1327
LOC105324609,582
LOC105324586,2
LOC117680969,9
LOC105324492,12785
LOC109618191,57
LOC105324435,1776
LOC105324344,3028
LOC105324334,96489
LOC117680970,89
LOC117680971,0
LOC117681193,0
LOC117680972,2
LOC105344168,95
LOC105321252,1
LOC105321251,13
LOC105321250,312
LOC117680973,26
LOC105321246,1
LOC117680974,9
LOC117680298,1
LOC105321245,1
LOC105321243,0
LOC117680975,0
LOC109617762,1
LOC105321242,0
LOC105321241,46
LOC105321240,23
LOC117681194,1
LOC105321236,1776
LOC105321237,728
LOC105321235,10704
LOC109617764,0
LOC105321234,1
LOC117680977,6
LOC105321233,4540
Trnav-uac_3,0
Trnav-cac_3,0
Trnav-aac_3,0
LOC117680978,0
Trnav-uac_4,0
Trnav-cac_4,0
Trnav-aac_4,0
Trnav-uac_5,0
Trnav-cac_5,0
Trnav-aac_5,0
Trnav-uac_6,0
Trnav-cac_6,0
Trnav-aac_6,0
Trnav-uac_7,0
Trnav-cac_7,0
Trnav-aac_7,0
Trnav-uac_8,0
Trnav-cac_8,0
Trnav-aac_8,0
LOC105321232,2483
LOC105321230,1991
LOC105321231,4261
LOC105321229,1665
LOC105321228,4113
LOC105321226,17
LOC105321225,2092
LOC105321223,13873
LOC105321222,692
LOC105321221,2132
LOC105321218,266
LOC105321217,373
LOC109617757,8
LOC117681195,0
LOC117680980,14
LOC109617759,5
LOC105321253,8
LOC105321216,35
LOC105321215,81
LOC105321214,30135
LOC105321210,7
LOC105321212,7
LOC105327320,6
LOC105327321,117
LOC105327323,3
LOC105327322,21603
LOC109618647,0
LOC117681196,0
LOC105327324,3
LOC105339481,532
LOC105339511,94369
LOC105339479,1123
LOC105339478,1210
LOC105339477,1949
LOC105339476,1065
LOC105339474,3423
LOC105339475,1321
LOC105339473,8645
LOC105339472,12608
LOC105339471,66
LOC105339470,483
LOC105339469,21856
LOC105339468,8422
LOC105339464,1131
LOC105339466,268
LOC105339467,2
LOC117681393,8
LOC105338211,7
LOC105324885,104
LOC105336939,100
LOC105336940,6770
LOC105320698,5
LOC117681394,2
LOC117681197,0
LOC105338244,6
LOC105338209,18
LOC105338207,417
LOC105338208,102
LOC105338206,846
LOC105338204,7571
LOC117681396,7
LOC105338203,25
LOC105348895,10495
LOC105348899,595
LOC117680318,7
LOC117681398,0
LOC109617070,20
LOC105343749,896
LOC117681397,282
LOC105343738,13
LOC105321903,109
LOC105321915,0
LOC105321901,2680
LOC105321899,38
LOC105321902,1
LOC105321898,109
LOC105321897,15106
LOC105321896,12
LOC117681198,67
LOC105334567,2418
LOC105334600,12
LOC105334624,1
LOC105334642,126
LOC105334663,10
LOC105334670,13
LOC105334678,17
LOC105334692,8380
LOC105334759,85
LOC105334710,147
LOC105332357,21
LOC105334722,14
LOC105334731,1234
LOC117681400,115
LOC105345573,2344
LOC117681401,2656
LOC105345607,1590
LOC105345618,57
LOC105345634,565
LOC105330474,11950
LOC105337142,0
LOC105330475,575
LOC105330476,2097
LOC105330477,2045
LOC105330478,1593
LOC117681402,0
LOC117681199,3
LOC105328273,200
LOC105328290,18427
LOC105328340,17513
LOC105328345,2961
LOC105317855,0
LOC105317854,178
LOC105317853,2
LOC105317852,1162
LOC105317851,103
LOC105317849,16
LOC117681404,0
LOC117681405,0
LOC105317848,4
LOC109619408,0
LOC109617322,6
LOC105317847,16
LOC105317846,8
LOC117681406,0
LOC117681409,0
LOC117681407,0
LOC117681408,3
LOC105328780,0
LOC117681200,0
LOC109617323,0
LOC105337581,1519
LOC105337583,6
LOC105337580,18
LOC105337579,381
LOC117681603,3
LOC105337577,0
LOC105337576,0
LOC117681605,2
LOC117681604,52
LOC105338747,7642
LOC105338746,1095
LOC105338745,474
LOC105338743,47
LOC105338741,61
LOC105338742,1177
LOC105338739,49
LOC105318052,207
LOC105318055,484
LOC105334719,0
LOC117681780,0
LOC105319959,1
LOC105317957,3991
LOC105317956,31496
LOC105317952,32
LOC105317953,0
LOC105317954,382
LOC117681781,0
LOC105330661,434
LOC105330666,413
LOC105344563,0
LOC105344556,4
LOC117681782,0
LOC105344555,0
LOC105317144,2
LOC117681785,1
LOC117681784,0
LOC117681783,2
LOC105317759,2496
LOC105317756,80
LOC105317758,136
LOC117681786,168
LOC105317308,0
LOC105317309,0
LOC105317310,2
LOC105317311,0
LOC105317319,0
LOC105317327,1
LOC105335433,10962
LOC105335432,20
LOC105320565,522
LOC109617672,54
LOC105333529,2
LOC105320564,16
LOC105320563,245
LOC105320561,973
LOC105320560,8
LOC105320559,0
LOC105320558,14
LOC105317593,60
LOC117681787,1173
LOC117681788,0
LOC105329751,100
LOC109618943,269
LOC117681789,0
LOC117680319,2
LOC117681790,0
LOC117681201,0
LOC117681791,2
LOC117681792,0
LOC117681793,0
LOC105324975,4
LOC117681524,31
LOC117681525,17
LOC105317592,427
LOC105317591,22
LOC105317590,3
LOC105317589,1358
LOC105317588,1391
LOC105317587,1
LOC105317586,74
LOC105317585,32
LOC109617294,27
LOC105317583,2464
LOC105317595,412
LOC105317582,8179
LOC105328628,23
LOC117681527,0
LOC105327146,1
LOC117681528,1
LOC105327145,0
LOC105327143,0
LOC117680430,1
LOC105327142,4
LOC105327141,9
LOC117680482,10
LOC117681529,4
LOC109621170,5
LOC105348134,1864
LOC105348108,3633
LOC117681531,0
LOC117681533,1
LOC117681532,0
LOC105319278,80
LOC105348165,542
LOC105348174,2184
LOC105317581,9045
LOC109617296,237
LOC105320592,131
LOC105345159,372
LOC105345158,9560
LOC105345161,5
LOC105345157,12065
LOC105345155,117
LOC105345160,3
LOC117681534,6
LOC105345153,145
LOC105335335,9030
LOC105335334,14156
LOC105335332,4086
LOC105335331,5850
LOC117681535,1
LOC117681536,0
LOC117681538,1
LOC117681539,0
LOC117681537,0
LOC105341894,0
LOC105331812,236
LOC105331815,0
LOC105331849,261
LOC105321256,46
LOC105346810,6
LOC117681540,2
LOC105321255,0
LOC117681541,0
LOC117681542,145
LOC105336574,11
LOC117681545,0
LOC105348848,16
LOC117681543,5
LOC117681202,0
LOC105321470,0
LOC105326741,991
LOC105317734,1163
LOC105324945,0
LOC105318286,79
LOC105324960,3
LOC109618317,0
LOC105324944,1255
LOC105324943,5
LOC105324942,251
LOC105324940,14402
LOC117681879,47
LOC105324686,55373
LOC105324687,1337
LOC105325693,819
LOC105335241,7289
LOC117681880,3
LOC105326319,337
LOC117681881,177
LOC117681882,75
LOC105347486,13
LOC105324466,3430
LOC105339024,131
LOC117681693,0
LOC105326640,3
LOC105326659,0
LOC117681691,0
LOC117681689,0
LOC105326641,0
LOC105347982,0
LOC117681690,3
LOC105323928,0
LOC117681692,0
LOC117681203,0
LOC117681204,0
LOC117681478,3
LOC117681930,0
LOC117681933,0
LOC117681928,0
LOC117681929,0
LOC117681931,0
LOC117681910,0
LOC117681920,0
LOC117681921,0
LOC117681922,0
LOC117681932,0
LOC117681923,0
LOC117681941,0
LOC117681924,0
LOC117681942,0
LOC117681925,0
LOC117681911,0
LOC117681926,0
LOC117681912,0
LOC117681927,0
LOC117681913,0
LOC117681817,88
LOC117681914,0
LOC117681818,1
LOC105320373,177
LOC117681819,6
LOC105320375,1
LOC105320376,1
LOC105320378,25
LOC105334795,2
LOC105320374,3
LOC105342861,413
LOC105324625,24
LOC105340033,20
LOC105340049,6444
LOC105340064,1
LOC117681820,0
LOC105340074,0
LOC105340099,48
LOC105340115,18
LOC105340121,15443
LOC105340129,187
LOC105340141,5399
LOC117681821,382
LOC105335965,0
LOC105340156,2506
LOC105340169,3519
LOC105340176,715
LOC105340200,49
LOC109618656,103
LOC105327403,1348
LOC117681822,9
LOC105327402,1
LOC105327411,1
LOC105327401,4
LOC109618654,10
LOC105327400,6408
LOC105327399,7026
LOC117680559,545
LOC105327398,7600
LOC105327397,169
Trnaq-uug_6,0
Trnaq-uug_7,0
LOC105327395,43
LOC105327394,95
LOC105327393,1
LOC105327392,50
LOC105327390,13
LOC117681481,2
LOC117681482,0
LOC105342649,125
LOC105342650,1
LOC105342651,1
